Release Period,State,Measure ID,Bottom-box Percentage,Middle-box Percentage,Top-box Percentage,State Name,Region,Measure,Type
07_2017,LA,H_CLEAN_HSP,8,16,76,Louisiana,West South Central,Cleanliness of Hospital Environment,Individual Item
07_2017,LA,H_COMP_1,4,12,84,Louisiana,West South Central,Communication with Nurses,Composite Measure
07_2017,LA,H_COMP_2,3,9,88,Louisiana,West South Central,Communication with Doctors,Composite Measure
07_2017,LA,H_COMP_3,8,19,73,Louisiana,West South Central,Responsiveness of Hospital Staff,Composite Measure
07_2017,LA,H_COMP_5,15,15,70,Louisiana,West South Central,Communication about Medicines,Composite Measure
07_2017,LA,H_COMP_6,13,0,87,Louisiana,West South Central,Discharge Information,Composite Measure
07_2017,LA,H_COMP_7,4,38,58,Louisiana,West South Central,Care Transition,Composite Measure
07_2017,LA,H_HSP_RATING,6,17,77,Louisiana,West South Central,Overall Hospital Rating,Global Item
07_2017,LA,H_QUIET_HSP,5,21,74,Louisiana,West South Central,Quietness of Hospital Environment,Individual Item
07_2017,LA,H_RECMND,4,20,76,Louisiana,West South Central,Willingness to Recommend the Hospital,Global Item
07_2017,MA,H_CLEAN_HSP,8,19,73,Massachusetts,New England,Cleanliness of Hospital Environment,Individual Item
07_2017,MA,H_COMP_1,4,15,81,Massachusetts,New England,Communication with Nurses,Composite Measure
07_2017,MA,H_COMP_2,4,15,81,Massachusetts,New England,Communication with Doctors,Composite Measure
07_2017,MA,H_COMP_3,9,24,67,Massachusetts,New England,Responsiveness of Hospital Staff,Composite Measure
07_2017,MA,H_COMP_5,17,19,64,Massachusetts,New England,Communication about Medicines,Composite Measure
07_2017,MA,H_COMP_6,11,0,89,Massachusetts,New England,Discharge Information,Composite Measure
07_2017,MA,H_COMP_7,4,43,53,Massachusetts,New England,Care Transition,Composite Measure
07_2017,MA,H_HSP_RATING,7,21,72,Massachusetts,New England,Overall Hospital Rating,Global Item
07_2017,MA,H_QUIET_HSP,14,34,52,Massachusetts,New England,Quietness of Hospital Environment,Individual Item
07_2017,MA,H_RECMND,4,22,74,Massachusetts,New England,Willingness to Recommend the Hospital,Global Item
07_2017,MD,H_CLEAN_HSP,13,20,67,Maryland,South Atlantic,Cleanliness of Hospital Environment,Individual Item
07_2017,MD,H_COMP_1,6,18,76,Maryland,South Atlantic,Communication with Nurses,Composite Measure
07_2017,MD,H_COMP_2,6,16,78,Maryland,South Atlantic,Communication with Doctors,Composite Measure
07_2017,MD,H_COMP_3,13,27,60,Maryland,South Atlantic,Responsiveness of Hospital Staff,Composite Measure
07_2017,MD,H_COMP_5,22,18,60,Maryland,South Atlantic,Communication about Medicines,Composite Measure
07_2017,MD,H_COMP_6,14,0,86,Maryland,South Atlantic,Discharge Information,Composite Measure
07_2017,MD,H_COMP_7,7,45,48,Maryland,South Atlantic,Care Transition,Composite Measure
07_2017,MD,H_HSP_RATING,10,25,65,Maryland,South Atlantic,Overall Hospital Rating,Global Item
07_2017,MD,H_QUIET_HSP,12,30,58,Maryland,South Atlantic,Quietness of Hospital Environment,Individual Item
07_2017,MD,H_RECMND,7,28,65,Maryland,South Atlantic,Willingness to Recommend the Hospital,Global Item
07_2017,ME,H_CLEAN_HSP,5,15,80,Maine,New England,Cleanliness of Hospital Environment,Individual Item
07_2017,ME,H_COMP_1,3,14,83,Maine,New England,Communication with Nurses,Composite Measure
07_2017,ME,H_COMP_2,3,14,83,Maine,New England,Communication with Doctors,Composite Measure
07_2017,ME,H_COMP_3,6,22,72,Maine,New England,Responsiveness of Hospital Staff,Composite Measure
07_2017,ME,H_COMP_5,14,16,70,Maine,New England,Communication about Medicines,Composite Measure
07_2017,ME,H_COMP_6,10,0,90,Maine,New England,Discharge Information,Composite Measure
07_2017,ME,H_COMP_7,4,39,57,Maine,New England,Care Transition,Composite Measure
07_2017,ME,H_HSP_RATING,6,19,75,Maine,New England,Overall Hospital Rating,Global Item
07_2017,ME,H_QUIET_HSP,8,33,59,Maine,New England,Quietness of Hospital Environment,Individual Item
07_2017,ME,H_RECMND,3,21,76,Maine,New England,Willingness to Recommend the Hospital,Global Item
07_2017,MI,H_CLEAN_HSP,8,18,74,Michigan,East North Central,Cleanliness of Hospital Environment,Individual Item
07_2017,MI,H_COMP_1,3,16,81,Michigan,East North Central,Communication with Nurses,Composite Measure
07_2017,MI,H_COMP_2,4,15,81,Michigan,East North Central,Communication with Doctors,Composite Measure
07_2017,MI,H_COMP_3,7,22,71,Michigan,East North Central,Responsiveness of Hospital Staff,Composite Measure
07_2017,MI,H_COMP_5,17,18,65,Michigan,East North Central,Communication about Medicines,Composite Measure
07_2017,MI,H_COMP_6,12,0,88,Michigan,East North Central,Discharge Information,Composite Measure
07_2017,MI,H_COMP_7,5,43,52,Michigan,East North Central,Care Transition,Composite Measure
07_2017,MI,H_HSP_RATING,7,20,73,Michigan,East North Central,Overall Hospital Rating,Global Item
07_2017,MI,H_QUIET_HSP,9,30,61,Michigan,East North Central,Quietness of Hospital Environment,Individual Item
07_2017,MI,H_RECMND,4,24,72,Michigan,East North Central,Willingness to Recommend the Hospital,Global Item
07_2017,MN,H_CLEAN_HSP,5,16,79,Minnesota,West North Central,Cleanliness of Hospital Environment,Individual Item
07_2017,MN,H_COMP_1,2,15,83,Minnesota,West North Central,Communication with Nurses,Composite Measure
07_2017,MN,H_COMP_2,3,13,84,Minnesota,West North Central,Communication with Doctors,Composite Measure
07_2017,MN,H_COMP_3,5,20,75,Minnesota,West North Central,Responsiveness of Hospital Staff,Composite Measure
07_2017,MN,H_COMP_5,13,19,68,Minnesota,West North Central,Communication about Medicines,Composite Measure
07_2017,MN,H_COMP_6,11,0,89,Minnesota,West North Central,Discharge Information,Composite Measure
07_2017,MN,H_COMP_7,4,40,56,Minnesota,West North Central,Care Transition,Composite Measure
07_2017,MN,H_HSP_RATING,5,18,77,Minnesota,West North Central,Overall Hospital Rating,Global Item
07_2017,MN,H_QUIET_HSP,6,27,67,Minnesota,West North Central,Quietness of Hospital Environment,Individual Item
07_2017,MN,H_RECMND,3,21,76,Minnesota,West North Central,Willingness to Recommend the Hospital,Global Item
07_2017,MO,H_CLEAN_HSP,9,18,73,Missouri,West North Central,Cleanliness of Hospital Environment,Individual Item
07_2017,MO,H_COMP_1,4,16,80,Missouri,West North Central,Communication with Nurses,Composite Measure
07_2017,MO,H_COMP_2,4,14,82,Missouri,West North Central,Communication with Doctors,Composite Measure
07_2017,MO,H_COMP_3,8,25,67,Missouri,West North Central,Responsiveness of Hospital Staff,Composite Measure
07_2017,MO,H_COMP_5,18,19,63,Missouri,West North Central,Communication about Medicines,Composite Measure
07_2017,MO,H_COMP_6,13,0,87,Missouri,West North Central,Discharge Information,Composite Measure
07_2017,MO,H_COMP_7,6,42,52,Missouri,West North Central,Care Transition,Composite Measure
07_2017,MO,H_HSP_RATING,8,20,72,Missouri,West North Central,Overall Hospital Rating,Global Item
07_2017,MO,H_QUIET_HSP,8,30,62,Missouri,West North Central,Quietness of Hospital Environment,Individual Item
07_2017,MO,H_RECMND,5,25,70,Missouri,West North Central,Willingness to Recommend the Hospital,Global Item
07_2017,MS,H_CLEAN_HSP,9,17,74,Mississippi,East South Central,Cleanliness of Hospital Environment,Individual Item
07_2017,MS,H_COMP_1,5,13,82,Mississippi,East South Central,Communication with Nurses,Composite Measure
07_2017,MS,H_COMP_2,3,10,87,Mississippi,East South Central,Communication with Doctors,Composite Measure
07_2017,MS,H_COMP_3,10,20,70,Mississippi,East South Central,Responsiveness of Hospital Staff,Composite Measure
07_2017,MS,H_COMP_5,18,15,67,Mississippi,East South Central,Communication about Medicines,Composite Measure
07_2017,MS,H_COMP_6,15,0,85,Mississippi,East South Central,Discharge Information,Composite Measure
07_2017,MS,H_COMP_7,5,44,51,Mississippi,East South Central,Care Transition,Composite Measure
07_2017,MS,H_HSP_RATING,7,21,72,Mississippi,East South Central,Overall Hospital Rating,Global Item
07_2017,MS,H_QUIET_HSP,5,21,74,Mississippi,East South Central,Quietness of Hospital Environment,Individual Item
07_2017,MS,H_RECMND,5,25,70,Mississippi,East South Central,Willingness to Recommend the Hospital,Global Item
07_2017,MT,H_CLEAN_HSP,8,18,74,Montana,Mountain,Cleanliness of Hospital Environment,Individual Item
07_2017,MT,H_COMP_1,4,16,80,Montana,Mountain,Communication with Nurses,Composite Measure
07_2017,MT,H_COMP_2,4,14,82,Montana,Mountain,Communication with Doctors,Composite Measure
07_2017,MT,H_COMP_3,6,21,73,Montana,Mountain,Responsiveness of Hospital Staff,Composite Measure
07_2017,MT,H_COMP_5,20,17,63,Montana,Mountain,Communication about Medicines,Composite Measure
07_2017,MT,H_COMP_6,13,0,87,Montana,Mountain,Discharge Information,Composite Measure
07_2017,MT,H_COMP_7,5,43,52,Montana,Mountain,Care Transition,Composite Measure
07_2017,MT,H_HSP_RATING,7,22,71,Montana,Mountain,Overall Hospital Rating,Global Item
07_2017,MT,H_QUIET_HSP,8,30,62,Montana,Mountain,Quietness of Hospital Environment,Individual Item
07_2017,MT,H_RECMND,5,23,72,Montana,Mountain,Willingness to Recommend the Hospital,Global Item
07_2017,NC,H_CLEAN_HSP,9,19,72,North Carolina,South Atlantic,Cleanliness of Hospital Environment,Individual Item
07_2017,NC,H_COMP_1,4,15,81,North Carolina,South Atlantic,Communication with Nurses,Composite Measure
07_2017,NC,H_COMP_2,4,13,83,North Carolina,South Atlantic,Communication with Doctors,Composite Measure
07_2017,NC,H_COMP_3,9,23,68,North Carolina,South Atlantic,Responsiveness of Hospital Staff,Composite Measure
07_2017,NC,H_COMP_5,17,17,66,North Carolina,South Atlantic,Communication about Medicines,Composite Measure
07_2017,NC,H_COMP_6,13,0,87,North Carolina,South Atlantic,Discharge Information,Composite Measure
07_2017,NC,H_COMP_7,5,44,51,North Carolina,South Atlantic,Care Transition,Composite Measure
07_2017,NC,H_HSP_RATING,7,20,73,North Carolina,South Atlantic,Overall Hospital Rating,Global Item
07_2017,NC,H_QUIET_HSP,7,29,64,North Carolina,South Atlantic,Quietness of Hospital Environment,Individual Item
07_2017,NC,H_RECMND,5,24,71,North Carolina,South Atlantic,Willingness to Recommend the Hospital,Global Item
07_2017,ND,H_CLEAN_HSP,5,19,76,North Dakota,West North Central,Cleanliness of Hospital Environment,Individual Item
07_2017,ND,H_COMP_1,3,14,83,North Dakota,West North Central,Communication with Nurses,Composite Measure
07_2017,ND,H_COMP_2,3,14,83,North Dakota,West North Central,Communication with Doctors,Composite Measure
07_2017,ND,H_COMP_3,5,18,77,North Dakota,West North Central,Responsiveness of Hospital Staff,Composite Measure
07_2017,ND,H_COMP_5,12,17,71,North Dakota,West North Central,Communication about Medicines,Composite Measure
07_2017,ND,H_COMP_6,16,0,84,North Dakota,West North Central,Discharge Information,Composite Measure
07_2017,ND,H_COMP_7,3,42,55,North Dakota,West North Central,Care Transition,Composite Measure
07_2017,ND,H_HSP_RATING,5,21,74,North Dakota,West North Central,Overall Hospital Rating,Global Item
07_2017,ND,H_QUIET_HSP,6,28,66,North Dakota,West North Central,Quietness of Hospital Environment,Individual Item
07_2017,ND,H_RECMND,2,25,73,North Dakota,West North Central,Willingness to Recommend the Hospital,Global Item
07_2017,NE,H_CLEAN_HSP,5,13,82,Nebraska,West North Central,Cleanliness of Hospital Environment,Individual Item
07_2017,NE,H_COMP_1,2,14,84,Nebraska,West North Central,Communication with Nurses,Composite Measure
07_2017,NE,H_COMP_2,2,12,86,Nebraska,West North Central,Communication with Doctors,Composite Measure
07_2017,NE,H_COMP_3,5,20,75,Nebraska,West North Central,Responsiveness of Hospital Staff,Composite Measure
07_2017,NE,H_COMP_5,13,18,69,Nebraska,West North Central,Communication about Medicines,Composite Measure
07_2017,NE,H_COMP_6,10,0,90,Nebraska,West North Central,Discharge Information,Composite Measure
07_2017,NE,H_COMP_7,3,39,58,Nebraska,West North Central,Care Transition,Composite Measure
07_2017,NE,H_HSP_RATING,4,16,80,Nebraska,West North Central,Overall Hospital Rating,Global Item
07_2017,NE,H_QUIET_HSP,5,25,70,Nebraska,West North Central,Quietness of Hospital Environment,Individual Item
07_2017,NE,H_RECMND,2,19,79,Nebraska,West North Central,Willingness to Recommend the Hospital,Global Item
07_2017,NH,H_CLEAN_HSP,6,17,77,New Hampshire,New England,Cleanliness of Hospital Environment,Individual Item
07_2017,NH,H_COMP_1,3,14,83,New Hampshire,New England,Communication with Nurses,Composite Measure
07_2017,NH,H_COMP_2,3,14,83,New Hampshire,New England,Communication with Doctors,Composite Measure
07_2017,NH,H_COMP_3,7,21,72,New Hampshire,New England,Responsiveness of Hospital Staff,Composite Measure
07_2017,NH,H_COMP_5,15,17,68,New Hampshire,New England,Communication about Medicines,Composite Measure
07_2017,NH,H_COMP_6,10,0,90,New Hampshire,New England,Discharge Information,Composite Measure
07_2017,NH,H_COMP_7,4,41,55,New Hampshire,New England,Care Transition,Composite Measure
07_2017,NH,H_HSP_RATING,6,20,74,New Hampshire,New England,Overall Hospital Rating,Global Item
07_2017,NH,H_QUIET_HSP,10,32,58,New Hampshire,New England,Quietness of Hospital Environment,Individual Item
07_2017,NH,H_RECMND,4,21,75,New Hampshire,New England,Willingness to Recommend the Hospital,Global Item
07_2017,NJ,H_CLEAN_HSP,10,20,70,New Jersey,Mid-Atlantic,Cleanliness of Hospital Environment,Individual Item
07_2017,NJ,H_COMP_1,6,17,77,New Jersey,Mid-Atlantic,Communication with Nurses,Composite Measure
07_2017,NJ,H_COMP_2,6,17,77,New Jersey,Mid-Atlantic,Communication with Doctors,Composite Measure
07_2017,NJ,H_COMP_3,13,25,62,New Jersey,Mid-Atlantic,Responsiveness of Hospital Staff,Composite Measure
07_2017,NJ,H_COMP_5,22,18,60,New Jersey,Mid-Atlantic,Communication about Medicines,Composite Measure
07_2017,NJ,H_COMP_6,16,0,84,New Jersey,Mid-Atlantic,Discharge Information,Composite Measure
07_2017,NJ,H_COMP_7,6,47,47,New Jersey,Mid-Atlantic,Care Transition,Composite Measure
07_2017,NJ,H_HSP_RATING,10,24,66,New Jersey,Mid-Atlantic,Overall Hospital Rating,Global Item
07_2017,NJ,H_QUIET_HSP,15,31,54,New Jersey,Mid-Atlantic,Quietness of Hospital Environment,Individual Item
07_2017,NJ,H_RECMND,7,27,66,New Jersey,Mid-Atlantic,Willingness to Recommend the Hospital,Global Item
07_2017,NM,H_CLEAN_HSP,9,19,72,New Mexico,Mountain,Cleanliness of Hospital Environment,Individual Item
07_2017,NM,H_COMP_1,5,18,77,New Mexico,Mountain,Communication with Nurses,Composite Measure
07_2017,NM,H_COMP_2,5,16,79,New Mexico,Mountain,Communication with Doctors,Composite Measure
07_2017,NM,H_COMP_3,9,24,67,New Mexico,Mountain,Responsiveness of Hospital Staff,Composite Measure
07_2017,NM,H_COMP_5,18,17,65,New Mexico,Mountain,Communication about Medicines,Composite Measure
07_2017,NM,H_COMP_6,14,0,86,New Mexico,Mountain,Discharge Information,Composite Measure
07_2017,NM,H_COMP_7,6,45,49,New Mexico,Mountain,Care Transition,Composite Measure
07_2017,NM,H_HSP_RATING,9,23,68,New Mexico,Mountain,Overall Hospital Rating,Global Item
07_2017,NM,H_QUIET_HSP,10,29,61,New Mexico,Mountain,Quietness of Hospital Environment,Individual Item
07_2017,NM,H_RECMND,6,28,66,New Mexico,Mountain,Willingness to Recommend the Hospital,Global Item
07_2017,NV,H_CLEAN_HSP,11,21,68,Nevada,Mountain,Cleanliness of Hospital Environment,Individual Item
07_2017,NV,H_COMP_1,8,19,73,Nevada,Mountain,Communication with Nurses,Composite Measure
07_2017,NV,H_COMP_2,8,18,74,Nevada,Mountain,Communication with Doctors,Composite Measure
07_2017,NV,H_COMP_3,13,26,61,Nevada,Mountain,Responsiveness of Hospital Staff,Composite Measure
07_2017,NV,H_COMP_5,20,19,61,Nevada,Mountain,Communication about Medicines,Composite Measure
07_2017,NV,H_COMP_6,15,0,85,Nevada,Mountain,Discharge Information,Composite Measure
07_2017,NV,H_COMP_7,8,47,45,Nevada,Mountain,Care Transition,Composite Measure
07_2017,NV,H_HSP_RATING,11,25,64,Nevada,Mountain,Overall Hospital Rating,Global Item
07_2017,NV,H_QUIET_HSP,14,32,54,Nevada,Mountain,Quietness of Hospital Environment,Individual Item
07_2017,NV,H_RECMND,8,26,66,Nevada,Mountain,Willingness to Recommend the Hospital,Global Item
07_2017,NY,H_CLEAN_HSP,9,21,70,New York,Mid-Atlantic,Cleanliness of Hospital Environment,Individual Item
07_2017,NY,H_COMP_1,5,18,77,New York,Mid-Atlantic,Communication with Nurses,Composite Measure
07_2017,NY,H_COMP_2,6,16,78,New York,Mid-Atlantic,Communication with Doctors,Composite Measure
07_2017,NY,H_COMP_3,12,25,63,New York,Mid-Atlantic,Responsiveness of Hospital Staff,Composite Measure
07_2017,NY,H_COMP_5,21,18,61,New York,Mid-Atlantic,Communication about Medicines,Composite Measure
07_2017,NY,H_COMP_6,14,0,86,New York,Mid-Atlantic,Discharge Information,Composite Measure
07_2017,NY,H_COMP_7,6,46,48,New York,Mid-Atlantic,Care Transition,Composite Measure
07_2017,NY,H_HSP_RATING,10,25,65,New York,Mid-Atlantic,Overall Hospital Rating,Global Item
07_2017,NY,H_QUIET_HSP,15,32,53,New York,Mid-Atlantic,Quietness of Hospital Environment,Individual Item
07_2017,NY,H_RECMND,6,28,66,New York,Mid-Atlantic,Willingness to Recommend the Hospital,Global Item
07_2017,OH,H_CLEAN_HSP,7,17,76,Ohio,East North Central,Cleanliness of Hospital Environment,Individual Item
07_2017,OH,H_COMP_1,3,15,82,Ohio,East North Central,Communication with Nurses,Composite Measure
07_2017,OH,H_COMP_2,4,15,81,Ohio,East North Central,Communication with Doctors,Composite Measure
07_2017,OH,H_COMP_3,7,22,71,Ohio,East North Central,Responsiveness of Hospital Staff,Composite Measure
07_2017,OH,H_COMP_5,17,18,65,Ohio,East North Central,Communication about Medicines,Composite Measure
07_2017,OH,H_COMP_6,11,0,89,Ohio,East North Central,Discharge Information,Composite Measure
07_2017,OH,H_COMP_7,4,42,54,Ohio,East North Central,Care Transition,Composite Measure
07_2017,OH,H_HSP_RATING,7,19,74,Ohio,East North Central,Overall Hospital Rating,Global Item
07_2017,OH,H_QUIET_HSP,9,30,61,Ohio,East North Central,Quietness of Hospital Environment,Individual Item
